,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
2941,Conor Bradley,True,True,100.0,100.0,492777.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.5,6.0,Conor,4.0,375.0,False,,2025-08-10T23:00:06.506922Z,50.0,492777.jpg,1.9,False,Bradley,0.2,False,,a,12.0,14.0,15.0,22637.0,4105.0,19859.0,890.0,0.8,3.0,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,447.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,43.0,57.0,47.3,29.0,13.2,17.0,17.0,7.0,24.0,6.0,0.07,0.27,0.34,6.53,264.0,102.0,203.0,53.0,244.0,69.0,272.0,95.0,,,,,,,0.01,0.0,0.05,0.06,1.31,1.61,276.0,43.0,78.0,30.0,288.0,103.0,350.0,125.0,1.21,0.2,4.83,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2942,Mohamed Salah,True,True,,,118748.0,0.0,0.0,-3.0,3.0,0.0,3.0,6.0,6.5,10.0,Mohamed,6.0,381.0,False,,,142.0,118748.jpg,5.2,False,Salah,24.6,False,,a,12.0,14.0,52.0,1188510.0,20608.0,4475907.0,82111.0,0.4,3.7,M.Salah,63.0,2017-07-01,1992-06-15,False,p118748,894.0,4.0,2.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,163.0,221.4,271.8,296.0,78.9,5.0,30.0,0.0,35.0,10.0,3.28,1.33,4.61,11.94,45.0,17.0,11.0,11.0,6.0,2.0,4.0,3.0,,,4.0,,1.0,,0.33,0.0,0.13,0.46,1.2,1.41,2.0,1.0,27.0,12.0,26.0,9.0,14.0,4.0,1.01,0.3,3.52,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2943,Florian Wirtz,True,True,,,494595.0,0.0,0.0,-5.0,5.0,0.0,3.0,1.3,1.8,1.0,Florian,1.3,382.0,False,,,80.0,494595.jpg,1.7,False,Wirtz,7.2,False,,a,12.0,14.0,17.0,414429.0,4639.0,3223262.0,38577.0,0.2,2.1,Wirtz,80.0,2025-06-20,2003-05-03,False,p494595,604.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,73.8,227.3,130.0,43.1,6.0,28.0,11.0,45.0,6.0,1.18,1.1,2.27,9.43,231.0,100.0,21.0,20.0,59.0,35.0,55.0,38.0,1.0,,,,,,0.18,0.0,0.16,0.34,1.41,1.34,16.0,11.0,244.0,118.0,309.0,143.0,53.0,17.0,0.89,0.3,6.71,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2944,Cody Gakpo,True,True,,,243298.0,0.0,0.0,1.0,-1.0,0.0,3.0,4.0,4.5,3.0,Cody,4.0,384.0,False,,,76.0,243298.jpg,4.5,False,Gakpo,13.6,False,,a,12.0,14.0,45.0,2571317.0,33498.0,1942183.0,116605.0,0.5,5.9,Gakpo,152.0,2023-01-01,1999-05-07,False,p243298,795.0,3.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,176.0,195.8,291.9,264.0,75.3,14.0,28.0,7.0,49.0,9.0,2.98,2.05,5.03,9.88,66.0,22.0,7.0,7.0,8.0,4.0,6.0,5.0,,,,,2.0,,0.34,0.0,0.23,0.57,1.12,1.47,22.0,15.0,87.0,42.0,50.0,20.0,31.0,13.0,1.02,0.34,5.55,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2945,Alexis Mac Allister,True,True,100.0,100.0,243016.0,0.0,0.0,-2.0,2.0,0.0,3.0,3.0,3.5,6.0,Alexis,3.0,386.0,False,,2025-08-28T17:30:07.822110Z,63.0,243016.jpg,2.7,False,Mac Allister,1.2,False,,a,12.0,14.0,24.0,76028.0,3780.0,177328.0,3575.0,0.5,3.8,Mac Allister,10.0,2023-06-14,1998-12-24,False,p243016,564.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,100.4,129.4,46.0,27.6,12.0,26.0,10.0,48.0,8.0,0.65,0.36,1.01,6.42,185.0,79.0,67.0,51.0,189.0,108.0,136.0,71.0,2.0,,5.0,,3.0,,0.1,0.0,0.06,0.16,1.02,0.8,72.0,49.0,131.0,58.0,196.0,83.0,163.0,57.0,1.28,0.32,7.66,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2946,Dominik Szoboszlai,True,True,,,424876.0,1.0,-1.0,1.0,-1.0,1.0,3.0,5.3,5.8,2.0,Dominik,5.3,387.0,False,,,66.0,424876.jpg,4.3,False,Szoboszlai,4.5,False,,a,12.0,14.0,43.0,594517.0,61752.0,387309.0,25201.0,0.8,6.5,Szoboszlai,98.0,2023-07-02,2000-10-25,False,p424876,900.0,1.0,1.0,3.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,207.0,241.6,292.7,118.0,65.3,36.0,61.0,23.0,120.0,10.0,1.31,1.11,2.42,12.37,27.0,8.0,5.0,5.0,66.0,38.0,13.0,9.0,5.0,,2.0,,,,0.13,0.0,0.11,0.24,1.24,1.4,53.0,36.0,42.0,22.0,62.0,25.0,78.0,24.0,1.0,0.3,12.0,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2947,Ryan Gravenberch,True,True,100.0,75.0,441266.0,0.0,0.0,1.0,-1.0,2.0,3.0,4.3,3.6,11.0,Ryan,4.3,390.0,False,,2025-10-20T00:30:09.747338Z,56.0,441266.jpg,6.2,False,Gravenberch,4.3,False,,a,12.0,14.0,50.0,974807.0,78119.0,555416.0,16715.0,0.8,8.9,Gravenberch,152.0,2023-09-01,2002-05-16,False,p441266,691.0,3.0,2.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,205.0,225.4,121.1,63.0,41.0,23.0,29.0,16.0,68.0,8.0,0.56,0.57,1.13,7.28,38.0,12.0,74.0,55.0,145.0,89.0,68.0,44.0,,,,,,,0.07,0.0,0.07,0.14,0.95,1.04,131.0,84.0,63.0,31.0,8.0,3.0,84.0,27.0,1.04,0.39,8.86,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2948,Hugo Ekitiké,True,True,100.0,100.0,510663.0,0.0,0.0,1.0,-1.0,0.0,4.0,1.7,2.2,2.0,Hugo,1.7,661.0,False,,2025-10-01T00:30:06.331343Z,86.0,510663.jpg,4.2,False,Ekitiké,15.7,False,,a,12.0,14.0,38.0,2918665.0,51993.0,3272513.0,126953.0,0.2,4.4,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,575.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,124.0,154.6,71.5,132.0,35.0,16.0,12.0,4.0,32.0,7.0,2.33,0.28,2.61,7.97,103.0,9.0,147.0,12.0,55.0,20.0,94.0,12.0,,,,,,,0.36,0.0,0.04,0.4,1.25,1.25,8.0,4.0,215.0,25.0,67.0,8.0,27.0,6.0,1.1,0.47,5.01,Liverpool,10.0,25-26,2025-11-07 19:08:28.468831,
2949,Rayan Aït-Nouri,True,True,100.0,100.0,448514.0,0.0,0.0,-2.0,2.0,0.0,2.0,0.3,0.8,1.0,Rayan,0.3,402.0,False,,2025-10-17T13:00:10.922539Z,58.0,448514.jpg,2.8,False,Aït-Nouri,4.8,False,,a,13.0,43.0,11.0,490532.0,1606.0,2243337.0,14875.0,0.1,1.9,Aït-Nouri,3.0,2025-06-09,2001-06-06,False,p448514,203.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,44.0,27.5,7.0,7.8,14.0,8.0,9.0,23.0,3.0,0.04,0.48,0.52,2.96,296.0,112.0,264.0,82.0,331.0,111.0,333.0,110.0,,,,,,,0.02,0.0,0.21,0.23,1.31,0.89,112.0,8.0,364.0,124.0,182.0,68.0,73.0,25.0,1.33,0.44,10.2,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2950,Joško Gvardiol,True,True,100.0,100.0,477424.0,-1.0,1.0,-2.0,2.0,1.0,2.0,1.3,1.8,2.0,Joško,1.3,403.0,False,,2025-08-15T14:00:07.606174Z,58.0,477424.jpg,4.7,False,Gvardiol,5.2,False,,a,13.0,43.0,28.0,505194.0,6535.0,1049230.0,36536.0,0.2,4.8,Gvardiol,97.0,2023-08-05,2002-01-23,False,p477424,519.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,109.0,125.0,46.3,31.0,20.2,33.0,16.0,5.0,38.0,6.0,0.17,0.28,0.45,5.24,147.0,62.0,208.0,56.0,242.0,68.0,209.0,68.0,,,,,,,0.03,0.0,0.05,0.08,0.91,0.69,115.0,10.0,239.0,81.0,40.0,17.0,70.0,24.0,1.04,0.35,6.59,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2951,Matheus Nunes,True,True,,,465351.0,0.0,0.0,-2.0,2.0,1.0,2.0,3.7,4.2,2.0,Matheus,3.7,407.0,False,,,53.0,465351.jpg,4.0,False,Nunes,0.7,False,,a,13.0,43.0,32.0,82173.0,1866.0,57568.0,6431.0,0.7,6.0,Matheus N.,173.0,2023-09-01,1998-08-27,False,p465351,603.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,138.0,142.0,75.6,26.0,24.4,33.0,38.0,9.0,42.0,6.0,0.23,0.33,0.56,5.59,119.0,53.0,134.0,31.0,255.0,76.0,166.0,51.0,,,,,4.0,,0.03,0.0,0.05,0.08,0.83,0.75,205.0,27.0,99.0,38.0,78.0,33.0,197.0,76.0,0.9,0.3,6.27,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2952,Rúben dos Santos Gato Alves Dias,True,True,,,171314.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.5,2.0,Rúben,4.0,408.0,False,,,55.0,171314.jpg,3.9,False,dos Santos Gato Alves Dias,4.4,False,,a,13.0,43.0,39.0,314373.0,5463.0,273901.0,21770.0,0.7,7.1,Rúben,173.0,2020-09-29,1997-05-14,False,p171314,815.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161.0,195.4,33.8,14.0,24.4,65.0,24.0,5.0,70.0,9.0,0.13,0.21,0.34,8.83,67.0,29.0,242.0,71.0,295.0,94.0,167.0,52.0,,,,,,,0.01,0.0,0.02,0.03,0.98,0.77,138.0,15.0,80.0,31.0,84.0,36.0,80.0,27.0,0.99,0.44,7.73,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2953,Nico O'Reilly,True,True,100.0,100.0,472769.0,0.0,0.0,-1.0,1.0,0.0,2.0,6.7,7.2,8.0,Nico,6.7,411.0,False,,2025-09-05T10:00:06.671127Z,49.0,472769.jpg,4.4,False,O'Reilly,1.2,False,,a,13.0,43.0,40.0,168501.0,19425.0,57754.0,5738.0,1.4,8.2,O’Reilly,241.0,2022-12-16,2005-03-21,False,p472769,593.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,146.0,176.2,117.9,77.0,37.1,28.0,22.0,22.0,50.0,6.0,0.81,0.6,1.41,6.79,81.0,37.0,75.0,18.0,117.0,21.0,81.0,22.0,,,,,,,0.12,0.0,0.09,0.21,1.03,0.46,333.0,56.0,14.0,5.0,53.0,23.0,165.0,60.0,0.91,0.61,7.59,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2954,Omar Marmoush,True,True,100.0,100.0,438234.0,0.0,0.0,-2.0,2.0,0.0,3.0,0.7,1.2,1.0,Omar,0.7,413.0,False,,2025-10-17T13:00:10.956609Z,83.0,438234.jpg,2.2,False,Marmoush,2.6,False,,a,13.0,43.0,11.0,186193.0,4185.0,1173053.0,7793.0,0.1,1.3,Marmoush,63.0,2025-01-23,1999-02-07,False,p438234,162.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,38.2,36.4,65.0,13.9,4.0,7.0,3.0,14.0,2.0,0.97,0.45,1.42,1.92,311.0,142.0,233.0,143.0,140.0,84.0,264.0,128.0,2.0,,1.0,,2.0,,0.54,0.0,0.25,0.79,1.07,1.67,12.0,7.0,311.0,156.0,253.0,113.0,111.0,39.0,1.11,0.0,7.78,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2955,Phil Foden,True,True,100.0,100.0,209244.0,0.0,0.0,0.0,0.0,1.0,3.0,2.7,3.2,4.0,Phil,2.7,414.0,False,,2025-08-10T23:00:06.538510Z,80.0,209244.jpg,3.5,False,Foden,4.3,False,,a,13.0,43.0,28.0,849406.0,22581.0,612654.0,35949.0,0.3,3.5,Foden,241.0,2016-12-05,2000-05-28,False,p209244,621.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,151.0,134.8,341.0,101.0,57.7,8.0,36.0,10.0,54.0,7.0,1.12,1.48,2.6,6.16,134.0,47.0,3.0,3.0,82.0,47.0,20.0,14.0,3.0,,3.0,,,,0.16,0.0,0.21,0.37,0.89,0.43,14.0,9.0,146.0,67.0,119.0,51.0,83.0,26.0,1.01,0.58,7.83,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2956,Sávio Moreira de Oliveira,True,True,100.0,100.0,510281.0,0.0,0.0,-1.0,1.0,0.0,3.0,2.7,3.2,1.0,Sávio,2.7,415.0,False,,2025-08-15T14:00:07.649098Z,69.0,510281.jpg,2.1,False,Moreira de Oliveira,0.5,False,,a,13.0,43.0,15.0,21669.0,1221.0,90045.0,3000.0,0.4,2.2,Savinho,30.0,2024-07-18,2004-04-10,False,p510281,351.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,54.2,80.9,132.0,26.6,6.0,16.0,3.0,25.0,4.0,0.27,0.68,0.95,4.41,271.0,117.0,127.0,90.0,54.0,31.0,142.0,75.0,,,,,,,0.07,0.0,0.17,0.24,1.13,0.77,41.0,25.0,145.0,66.0,258.0,116.0,240.0,84.0,1.03,0.51,6.41,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2957,Bernardo Mota Veiga de Carvalho e Silva,True,True,,,165809.0,0.0,0.0,-2.0,2.0,0.0,3.0,1.7,2.2,2.0,Bernardo,1.7,416.0,False,,,63.0,165809.jpg,2.0,False,Mota Veiga de Carvalho e Silva,0.5,False,,a,13.0,43.0,20.0,42489.0,1008.0,85830.0,2828.0,0.3,3.2,Bernardo,173.0,2017-07-01,1994-08-10,False,p165809,550.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,85.0,155.1,24.0,26.4,15.0,32.0,9.0,56.0,6.0,0.1,1.23,1.33,5.81,212.0,90.0,49.0,38.0,265.0,145.0,146.0,77.0,1.0,,,,,,0.02,0.0,0.2,0.22,0.95,0.65,69.0,46.0,208.0,97.0,277.0,125.0,228.0,78.0,0.98,0.33,9.16,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2958,Rayan Cherki,True,True,100.0,100.0,466052.0,0.0,0.0,-2.0,2.0,0.0,3.0,4.0,4.5,10.0,Rayan,4.0,417.0,False,,2025-09-01T10:30:08.352331Z,63.0,466052.jpg,3.8,False,Cherki,2.9,False,,a,13.0,43.0,19.0,299547.0,98549.0,928134.0,4077.0,0.6,3.0,Cherki,73.0,2025-06-10,2003-08-17,False,p466052,161.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,100.2,88.8,41.0,23.1,2.0,6.0,7.0,15.0,2.0,0.51,0.77,1.28,1.54,188.0,80.0,116.0,84.0,208.0,117.0,179.0,94.0,,,,,,,0.29,0.0,0.43,0.72,0.86,1.68,73.0,50.0,85.0,40.0,97.0,41.0,105.0,35.0,1.12,0.0,8.39,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2959,Jérémy Doku,True,True,,,248875.0,-1.0,1.0,-1.0,1.0,0.0,3.0,1.3,1.8,2.0,Jérémy,1.3,418.0,False,,,64.0,248875.jpg,3.3,False,Doku,4.6,False,,a,13.0,43.0,33.0,1062257.0,8627.0,702580.0,80550.0,0.2,5.2,Doku,21.0,2023-08-24,2002-05-27,False,p248875,544.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,123.0,139.0,261.1,171.0,57.0,3.0,19.0,6.0,28.0,6.0,0.95,1.93,2.88,5.18,124.0,43.0,13.0,13.0,33.0,16.0,22.0,15.0,,,,,3.0,,0.16,0.0,0.32,0.48,0.86,0.5,65.0,42.0,241.0,115.0,136.0,60.0,76.0,22.0,0.99,0.5,4.63,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2960,Rodrigo 'Rodri' Hernandez Cascante,True,True,25.0,75.0,220566.0,0.0,0.0,-2.0,2.0,0.0,3.0,0.1,0.6,1.0,Rodrigo 'Rodri',0.3,421.0,False,Muscle injury - 25% chance of playing,2025-11-07T16:00:08.654141Z,63.0,220566.jpg,2.0,False,Hernandez Cascante,0.5,False,,d,13.0,43.0,12.0,40157.0,461.0,81706.0,1152.0,0.0,1.9,Rodrigo,200.0,2019-07-04,1996-06-22,False,p220566,292.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,50.6,50.9,19.0,12.0,12.0,22.0,6.0,40.0,4.0,0.14,0.22,0.36,3.78,277.0,121.0,192.0,128.0,279.0,151.0,287.0,142.0,,,,,,,0.04,0.0,0.07,0.11,1.17,0.92,71.0,48.0,368.0,178.0,278.0,126.0,244.0,86.0,1.23,0.31,12.33,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2961,Nico González Iglesias,True,True,100.0,100.0,465694.0,0.0,0.0,-1.0,1.0,0.0,3.0,3.0,3.5,4.0,Nico,3.0,423.0,False,,2025-10-22T10:00:08.540683Z,59.0,465694.jpg,2.2,False,González Iglesias,0.1,False,,a,13.0,43.0,20.0,8557.0,522.0,11483.0,287.0,0.5,3.4,N.Gonzalez,200.0,2025-02-03,2002-01-03,False,p465694,554.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,129.0,114.0,92.5,27.0,23.3,28.0,32.0,16.0,76.0,5.0,0.22,0.42,0.64,5.9,166.0,67.0,108.0,78.0,251.0,138.0,177.0,93.0,,,,,,,0.04,0.0,0.07,0.11,0.96,0.81,101.0,69.0,130.0,57.0,251.0,111.0,484.0,169.0,0.81,0.49,12.35,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2962,Tijjani Reijnders,True,True,,,433036.0,-1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.5,1.0,Tijjani,1.0,427.0,False,,,55.0,433036.jpg,3.4,False,Reijnders,21.6,False,,a,13.0,43.0,34.0,3099415.0,11156.0,3010836.0,321899.0,0.2,6.2,Reijnders,152.0,2025-06-10,1998-07-29,False,p433036,757.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,145.0,139.4,164.2,163.0,46.3,16.0,26.0,6.0,48.0,9.0,1.47,0.61,2.08,9.05,123.0,42.0,46.0,36.0,38.0,21.0,41.0,30.0,,,,,,,0.17,0.0,0.07,0.24,1.08,0.83,145.0,92.0,274.0,130.0,126.0,56.0,18.0,5.0,1.07,0.36,5.71,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2963,Erling Haaland,True,True,100.0,100.0,223094.0,0.0,0.0,8.0,-8.0,5.0,4.0,9.3,9.8,13.0,Erling,9.3,430.0,True,,2025-09-24T06:00:06.159318Z,148.0,223094.jpg,9.8,False,Haaland,70.0,False,,a,13.0,43.0,98.0,5793545.0,111958.0,680681.0,17596.0,0.6,6.6,Haaland,161.0,2022-07-01,2000-07-21,False,p223094,854.0,13.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,416.0,489.0,63.4,607.0,116.0,19.0,14.0,1.0,34.0,10.0,10.18,0.61,10.79,9.52,1.0,1.0,159.0,13.0,1.0,1.0,1.0,1.0,,,5.0,,1.0,,1.07,0.0,0.06,1.13,1.0,0.74,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.05,0.53,3.58,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2964,Gianluigi Donnarumma,True,True,,,204936.0,0.0,0.0,2.0,-2.0,0.0,1.0,3.3,3.8,2.0,Gianluigi,3.3,736.0,False,,,57.0,204936.jpg,3.6,False,Donnarumma,10.0,False,,a,13.0,43.0,25.0,1309420.0,21599.0,321006.0,57766.0,0.6,4.4,Donnarumma,106.0,2025-09-01,1999-02-25,False,p204936,630.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,108.0,98.8,0.0,0.0,10.0,14.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,6.05,192.0,22.0,734.0,86.0,732.0,85.0,300.0,21.0,,,,,,,0.0,1.86,0.0,0.0,0.86,0.57,119.0,2.0,112.0,10.0,109.0,9.0,39.0,5.0,1.0,0.43,0.0,Manchester City,10.0,25-26,2025-11-07 19:08:28.468831,
2965,Bryan Mbeumo,True,True,,,446008.0,1.0,-1.0,4.0,-4.0,1.0,3.0,8.7,8.7,2.0,Bryan,8.7,119.0,True,,,84.0,446008.jpg,5.3,False,Mbeumo,29.3,False,,a,14.0,1.0,53.0,3343705.0,249582.0,1450900.0,72215.0,1.0,6.3,Mbeumo,38.0,2025-07-21,1999-08-07,False,p446008,865.0,4.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,206.0,235.4,342.0,312.0,88.9,4.0,30.0,2.0,36.0,10.0,2.97,2.51,5.48,15.16,32.0,9.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,,2.0,,,,0.31,0.0,0.26,0.57,1.58,1.56,11.0,6.0,6.0,2.0,22.0,7.0,9.0,2.0,1.04,0.21,3.75,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
2966,Matthijs de Ligt,True,True,,,209365.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,1.3,1.0,Matthijs,1.3,436.0,False,,,50.0,209365.jpg,3.0,False,de Ligt,2.9,False,,a,14.0,1.0,30.0,271657.0,6406.0,252576.0,18172.0,0.3,6.0,De Ligt,152.0,2024-08-13,1999-08-12,False,p209365,900.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,125.0,188.2,43.7,48.0,27.9,67.0,32.0,16.0,83.0,10.0,0.89,0.46,1.35,15.75,74.0,32.0,218.0,60.0,183.0,43.0,134.0,43.0,,,,,,,0.09,0.0,0.05,0.14,1.58,1.6,253.0,37.0,229.0,80.0,160.0,61.0,103.0,37.0,1.0,0.1,8.3,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
2967,Noussair Mazraoui,True,True,100.0,100.0,230001.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,Noussair,0.0,438.0,False,,2025-09-26T15:00:08.532805Z,49.0,230001.jpg,2.2,False,Mazraoui,0.2,False,,a,14.0,1.0,9.0,14808.0,368.0,35421.0,705.0,0.0,1.8,Mazraoui,145.0,2024-08-13,1997-11-14,False,p230001,143.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,31.2,14.6,4.0,4.9,5.0,12.0,8.0,13.0,2.0,0.0,0.13,0.13,1.85,326.0,124.0,317.0,108.0,355.0,126.0,359.0,122.0,,,,,,,0.0,0.0,0.08,0.08,1.16,1.26,314.0,51.0,657.0,235.0,235.0,89.0,380.0,137.0,1.26,0.63,8.18,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
2968,Diogo Dalot Teixeira,True,True,100.0,100.0,216051.0,0.0,0.0,-1.0,1.0,0.0,2.0,2.0,2.0,1.0,Diogo,2.0,440.0,False,,2025-09-05T10:00:06.729240Z,44.0,216051.jpg,2.8,False,Dalot Teixeira,1.0,False,,a,14.0,1.0,22.0,54851.0,1702.0,181664.0,4660.0,0.5,5.0,Dalot,173.0,2018-06-08,1999-03-18,False,p216051,582.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,99.0,127.8,27.0,25.4,27.0,21.0,12.0,39.0,7.0,0.09,0.87,0.96,11.02,189.0,75.0,69.0,15.0,250.0,74.0,153.0,47.0,,,,,,,0.01,0.0,0.13,0.14,1.7,1.86,503.0,115.0,164.0,59.0,176.0,65.0,178.0,67.0,1.08,0.15,6.03,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
2969,Patrick Dorgu,True,True,,,596777.0,0.0,0.0,-2.0,2.0,0.0,2.0,0.3,0.3,1.0,Patrick,0.3,441.0,False,,,43.0,596777.jpg,1.2,False,Dorgu,2.9,False,,a,14.0,1.0,11.0,410893.0,979.0,798791.0,23471.0,0.1,2.6,Dorgu,58.0,2025-02-02,2004-10-26,False,p596777,543.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,98.8,106.3,80.0,28.6,19.0,22.0,20.0,39.0,5.0,0.57,0.58,1.15,10.89,191.0,76.0,89.0,19.0,110.0,17.0,130.0,42.0,,,,,,,0.09,0.0,0.1,0.19,1.8,1.82,605.0,156.0,321.0,109.0,355.0,125.0,102.0,36.0,0.83,0.0,6.46,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
2970,Luke Shaw,True,True,,,106760.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,Luke,4.0,443.0,False,,,45.0,106760.jpg,2.7,False,Shaw,0.5,False,,a,14.0,1.0,27.0,48541.0,3308.0,31881.0,3155.0,0.9,6.0,Shaw,241.0,2014-07-01,1995-07-12,False,p106760,843.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,135.0,44.3,5.0,18.4,28.0,31.0,18.0,46.0,10.0,0.08,0.17,0.25,14.54,132.0,59.0,216.0,59.0,345.0,120.0,222.0,75.0,3.0,,,,,,0.01,0.0,0.02,0.03,1.55,1.39,397.0,73.0,70.0,27.0,187.0,72.0,241.0,88.0,1.07,0.21,4.91,Manchester Utd,10.0,25-26,2025-11-07 19:08:28.468831,
